# BUSCO version is: 5.4.4 
# The lineage dataset is: clostridiales_odb10 (Creation date: 2020-03-06, number of genomes: 347, number of BUSCOs: 264)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
18614at186802	Complete	1	262446	264074	+	748.5	458	https://www.orthodb.org/v10?query=18614at186802	molecular chaperone GroEL
18708at186802	Complete	1	827951	830344	+	1010.6	745	https://www.orthodb.org/v10?query=18708at186802	phenylalanine--tRNA ligase subunit beta
19368at186802	Complete	1	84026	85507	+	511.5	434	https://www.orthodb.org/v10?query=19368at186802	glutamate--tRNA ligase
19373at186802	Complete	1	266725	268260	+	624.4	416	https://www.orthodb.org/v10?query=19373at186802	GMP synthase 
19374at186802	Complete	1	1432047	1433609	+	705.7	435	https://www.orthodb.org/v10?query=19374at186802	ribonuclease Y
19690at186802	Duplicated	1	90753	91946	+	645.3	349	https://www.orthodb.org/v10?query=19690at186802	Elongation factor Tu
19690at186802	Duplicated	1	107946	109139	+	645.3	349	https://www.orthodb.org/v10?query=19690at186802	Elongation factor Tu
20190at186802	Complete	1	1146567	1150034	+	636.4	847	https://www.orthodb.org/v10?query=20190at186802	ATP-dependent helicase/deoxyribonuclease subunit B
20620at186802	Complete	1	1275057	1276295	+	436.4	331	https://www.orthodb.org/v10?query=20620at186802	beta-ketoacyl-
21960at186802	Complete	1	2863035	2865524	-	665.8	538	https://www.orthodb.org/v10?query=21960at186802	primosomal protein N'
22039at186802	Complete	1	1947394	1948542	+	380.8	301	https://www.orthodb.org/v10?query=22039at186802	RNA methyltransferase
22240at186802	Complete	1	1	1320	+	430.7	272	https://www.orthodb.org/v10?query=22240at186802	Chromosomal replication initiator protein DnaA
22464at186802	Complete	1	3058618	3060174	-	399.4	334	https://www.orthodb.org/v10?query=22464at186802	coproporphyrinogen dehydrogenase HemZ
23751at186802	Complete	1	3064172	3066622	-	443.2	436	https://www.orthodb.org/v10?query=23751at186802	single-stranded-DNA-specific exonuclease RecJ
23980at186802	Complete	1	4079576	4080964	-	251.1	273	https://www.orthodb.org/v10?query=23980at186802	tRNA(Ile)-lysidine synthase
24181at186802	Complete	1	3776691	3777941	-	612.7	343	https://www.orthodb.org/v10?query=24181at186802	ATP-dependent Clp protease ATP-binding subunit ClpX
25614at186802	Complete	1	3150392	3151513	-	503.7	313	https://www.orthodb.org/v10?query=25614at186802	Queuine tRNA-ribosyltransferase
25996at186802	Complete	1	118973	120241	+	354.1	313	https://www.orthodb.org/v10?query=25996at186802	Protein translocase subunit SecY
26105at186802	Complete	1	2698318	2699616	-	334.5	243	https://www.orthodb.org/v10?query=26105at186802	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))- methylthiotransferase MtaB
26609at186802	Complete	1	1569528	1571318	+	418.4	386	https://www.orthodb.org/v10?query=26609at186802	DNA primase
26821at186802	Complete	1	3989339	3990379	-	323.6	261	https://www.orthodb.org/v10?query=26821at186802	Threonylcarbamoyl-AMP synthase
27043at186802	Complete	1	3562076	3563278	-	498.9	340	https://www.orthodb.org/v10?query=27043at186802	phosphoglycerate kinase
28065at186802	Complete	1	292106	293182	+	324.5	246	https://www.orthodb.org/v10?query=28065at186802	phosphoribosylformylglycinamidine cyclo-ligase
29008at186802	Complete	1	1378195	1379274	+	326.5	267	https://www.orthodb.org/v10?query=29008at186802	tRNA(5-methylaminomethyl-2-thiouridine)- methyltransferase
29683at186802	Complete	1	1658837	1660102	+	347.3	312	https://www.orthodb.org/v10?query=29683at186802	dihydroorotase
30194at186802	Complete	1	1430846	1431892	+	412.1	259	https://www.orthodb.org/v10?query=30194at186802	Protein RecA
31621at186802	Complete	1	1562	2668	+	146.6	224	https://www.orthodb.org/v10?query=31621at186802	Beta sliding clamp
31974at186802	Complete	1	2009246	2010325	+	343.5	283	https://www.orthodb.org/v10?query=31974at186802	chorismate synthase
32048at186802	Complete	1	3888057	3889016	-	367.2	252	https://www.orthodb.org/v10?query=32048at186802	ATP-dependent 6-phosphofructokinase
32108at186802	Complete	1	168864	170210	+	423.9	349	https://www.orthodb.org/v10?query=32108at186802	phosphoglucosamine mutase
33341at186802	Complete	1	2007955	2009268	+	169.8	233	https://www.orthodb.org/v10?query=33341at186802	3-phosphoshikimate 1-carboxyvinyltransferase
33496at186802	Complete	1	124042	124989	+	416.5	260	https://www.orthodb.org/v10?query=33496at186802	DNA-directed RNA polymerase subunit alpha
33852at186802	Complete	1	2889116	2890117	-	251.1	226	https://www.orthodb.org/v10?query=33852at186802	tryptophan--tRNA ligase
34956at186802	Complete	1	3627718	3628719	+	269.3	237	https://www.orthodb.org/v10?query=34956at186802	aspartate-semialdehyde dehydrogenase
35070at186802	Complete	1	254386	255288	+	336.2	249	https://www.orthodb.org/v10?query=35070at186802	Dihydroorotate dehydrogenase
35215at186802	Complete	1	2917531	2918550	-	261.7	242	https://www.orthodb.org/v10?query=35215at186802	glycerol-3-phosphate dehydrogenase
35479at186802	Complete	1	2857675	2858706	-	314.2	259	https://www.orthodb.org/v10?query=35479at186802	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
36225at186802	Complete	1	111516	112346	+	430.8	254	https://www.orthodb.org/v10?query=36225at186802	50S ribosomal protein L2
36645at186802	Complete	1	2932280	2933440	-	378.5	261	https://www.orthodb.org/v10?query=36645at186802	cell division protein FtsZ
36669at186802	Complete	1	50648	52021	+	443.7	331	https://www.orthodb.org/v10?query=36669at186802	DNA repair protein RadA
37068at186802	Complete	1	2871251	2873026	+	393.7	392	https://www.orthodb.org/v10?query=37068at186802	fibronectin-binding protein
37995at186802	Complete	1	2110837	2111772	-	259.1	237	https://www.orthodb.org/v10?query=37995at186802	tRNA dimethylallyltransferase
38360at186802	Complete	1	2109056	2110336	-	475.7	338	https://www.orthodb.org/v10?query=38360at186802	Pyridoxal phosphate-dependent transferase
38705at186802	Complete	1	252742	253662	+	325.6	243	https://www.orthodb.org/v10?query=38705at186802	aspartate carbamoyltransferase
38968at186802	Complete	1	2111810	2113777	-	440.9	407	https://www.orthodb.org/v10?query=38968at186802	DNA mismatch repair protein MutL
40562at186802	Complete	1	1351216	1352112	+	273.0	239	https://www.orthodb.org/v10?query=40562at186802	Ribosome biogenesis GTPase A
40708at186802	Complete	1	1269963	1270985	+	316.6	255	https://www.orthodb.org/v10?query=40708at186802	Phosphate acyltransferase
41483at186802	Complete	1	4031145	4032497	+	365.3	332	https://www.orthodb.org/v10?query=41483at186802	UDP-N-acetylmuramate--L-alanine ligase
41630at186802	Complete	1	1253945	1255222	+	462.0	364	https://www.orthodb.org/v10?query=41630at186802	GTPase Obg
41773at186802	Complete	1	4203745	4205124	-	361.5	376	https://www.orthodb.org/v10?query=41773at186802	tRNA modification GTPase MnmE
42439at186802	Complete	1	1294885	1295772	+	240.6	201	https://www.orthodb.org/v10?query=42439at186802	farnesyl-diphosphate synthase
42515at186802	Complete	1	1428698	1430032	+	452.4	343	https://www.orthodb.org/v10?query=42515at186802	ribosomal protein S12 methylthiotransferase RimO
42754at186802	Complete	1	2717897	2718916	-	254.9	249	https://www.orthodb.org/v10?query=42754at186802	Heat-inducible transcription repressor HrcA
43024at186802	Complete	1	3153432	3154451	-	469.3	284	https://www.orthodb.org/v10?query=43024at186802	Holliday junction DNA helicase RuvB
44167at186802	Complete	1	1367683	1369284	+	418.6	362	https://www.orthodb.org/v10?query=44167at186802	magnesium chelatase
44347at186802	Complete	1	3069123	3070502	-	467.0	334	https://www.orthodb.org/v10?query=44347at186802	thioether cross-link-forming SCIFF peptide maturase
44380at186802	Complete	1	4178424	4179221	-	203.8	190	https://www.orthodb.org/v10?query=44380at186802	ribonuclease Z
44423at186802	Complete	1	3991217	3992281	-	425.1	266	https://www.orthodb.org/v10?query=44423at186802	peptide chain release factor 1
44435at186802	Complete	1	1407699	1408853	+	347.8	281	https://www.orthodb.org/v10?query=44435at186802	transcription termination/antitermination protein NusA
45130at186802	Complete	1	3897132	3898046	-	231.6	209	https://www.orthodb.org/v10?query=45130at186802	UDP-N-acetylenolpyruvoylglucosamine reductase
45194at186802	Complete	1	2936489	2937715	-	288.4	265	https://www.orthodb.org/v10?query=45194at186802	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
45448at186802	Complete	1	199123	200139	+	469.5	305	https://www.orthodb.org/v10?query=45448at186802	peptide chain release factor 2
45973at186802	Complete	1	4072653	4073621	-	379.7	258	https://www.orthodb.org/v10?query=45973at186802	tRNA-dihydrouridine synthase
46317at186802	Complete	1	2690167	2691060	-	319.8	241	https://www.orthodb.org/v10?query=46317at186802	GTPase Era
46616at186802	Complete	1	207793	208809	+	362.5	255	https://www.orthodb.org/v10?query=46616at186802	tRNA N6-adenosine threonylcarbamoyltransferase
48069at186802	Complete	1	2867919	2868800	-	239.1	216	https://www.orthodb.org/v10?query=48069at186802	TIGR00255 family protein
48552at186802	Complete	1	3895527	3896384	-	295.0	220	https://www.orthodb.org/v10?query=48552at186802	RNase adaptor protein RapZ
48683at186802	Complete	1	3778694	3779980	-	340.7	315	https://www.orthodb.org/v10?query=48683at186802	trigger factor
48972at186802	Complete	1	2950643	2951740	+	396.4	271	https://www.orthodb.org/v10?query=48972at186802	Ribosome-binding ATPase YchF
49358at186802	Complete	1	3029	4144	+	286.9	268	https://www.orthodb.org/v10?query=49358at186802	DNA replication and repair protein RecF
49701at186802	Complete	1	826915	827934	+	438.5	304	https://www.orthodb.org/v10?query=49701at186802	phenylalanine--tRNA ligase subunit alpha
49938at186802	Complete	1	1293460	1294665	+	288.9	237	https://www.orthodb.org/v10?query=49938at186802	exodeoxyribonuclease VII large subunit
52401at186802	Complete	1	113052	113867	+	269.8	180	https://www.orthodb.org/v10?query=52401at186802	30S ribosomal protein S3
52732at186802	Complete	1	2341641	2342795	-	451.2	308	https://www.orthodb.org/v10?query=52732at186802	1-deoxy-D-xylulose-5-phosphate reductoisomerase
54516at186802	Complete	1	2719019	2720194	-	256.3	269	https://www.orthodb.org/v10?query=54516at186802	Oxygen-independent coproporphyrinogen-III oxidase-like protein
54524at186802	Complete	1	2339386	2340441	-	383.4	270	https://www.orthodb.org/v10?query=54524at186802	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
54638at186802	Missing
56300at186802	Complete	1	3152089	3153114	-	422.4	273	https://www.orthodb.org/v10?query=56300at186802	S-adenosylmethionine
59484at186802	Complete	1	161027	161866	+	266.1	213	https://www.orthodb.org/v10?query=59484at186802	Diadenylate cyclase
59768at186802	Complete	1	2858714	2860039	-	183.3	217	https://www.orthodb.org/v10?query=59768at186802	16S rRNA (cytosine(967)-C(5))-methyltransferase
60129at186802	Complete	1	2350925	2351638	-	347.7	198	https://www.orthodb.org/v10?query=60129at186802	30S ribosomal protein S2
60670at186802	Complete	1	4084604	4085494	-	201.3	197	https://www.orthodb.org/v10?query=60670at186802	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
60823at186802	Complete	1	3621305	3622180	-	266.6	220	https://www.orthodb.org/v10?query=60823at186802	molecular chaperone Hsp33
62628at186802	Complete	1	253701	254393	+	162.1	169	https://www.orthodb.org/v10?query=62628at186802	dihydroorotate dehydrogenase electron transfer subunit
62751at186802	Complete	1	1164803	1165603	-	153.3	181	https://www.orthodb.org/v10?query=62751at186802	NAD kinase
63394at186802	Complete	1	1299103	1300782	+	305.4	407	https://www.orthodb.org/v10?query=63394at186802	DNA repair protein RecN
63531at186802	Complete	1	109914	110543	+	291.2	192	https://www.orthodb.org/v10?query=63531at186802	50S ribosomal protein L3
63912at186802	Complete	1	1339889	1340599	+	243.6	186	https://www.orthodb.org/v10?query=63912at186802	ribonuclease III
64156at186802	Complete	1	2791627	2792199	-	206.9	179	https://www.orthodb.org/v10?query=64156at186802	phosphohydrolase
64445at186802	Complete	1	3987739	3988368	-	278.4	180	https://www.orthodb.org/v10?query=64445at186802	uracil phosphoribosyltransferase
64731at186802	Complete	1	1359029	1359796	+	231.5	166	https://www.orthodb.org/v10?query=64731at186802	ribonuclease HII
65041at186802	Complete	1	2340624	2341628	-	273.8	276	https://www.orthodb.org/v10?query=65041at186802	Zinc metalloprotease
66175at186802	Complete	1	2347594	2348328	-	217.9	187	https://www.orthodb.org/v10?query=66175at186802	Isoprenyl transferase
67078at186802	Complete	1	4051428	4052198	-	220.7	192	https://www.orthodb.org/v10?query=67078at186802	hydrolase TatD
68029at186802	Complete	1	93689	94387	+	351.8	191	https://www.orthodb.org/v10?query=68029at186802	50S ribosomal protein L1
68233at186802	Complete	1	2852368	2853039	-	206.3	162	https://www.orthodb.org/v10?query=68233at186802	ribulose-phosphate 3-epimerase
68308at186802	Complete	1	4205236	4205865	-	148.3	131	https://www.orthodb.org/v10?query=68308at186802	R3H domain protein
68657at186802	Complete	1	110543	111196	+	219.2	158	https://www.orthodb.org/v10?query=68657at186802	50S ribosomal protein L4
68804at186802	Complete	1	1235916	1236755	+	95.6	180	https://www.orthodb.org/v10?query=68804at186802	rod shape-determining protein MreC
68832at186802	Complete	1	120258	120908	+	247.7	168	https://www.orthodb.org/v10?query=68832at186802	adenylate kinase
70793at186802	Complete	1	2349146	2349850	-	297.9	204	https://www.orthodb.org/v10?query=70793at186802	Uridylate kinase
70950at186802	Complete	1	4058624	4059457	-	302.5	231	https://www.orthodb.org/v10?query=70950at186802	rRNA (cytidine-2'-O-)-methyltransferase
71691at186802	Complete	1	3892951	3893898	-	237.3	181	https://www.orthodb.org/v10?query=71691at186802	DNA-binding protein WhiA
71762at186802	Complete	1	2861633	2862562	-	309.9	246	https://www.orthodb.org/v10?query=71762at186802	methionyl-tRNA formyltransferase
72583at186802	Complete	1	115570	116112	+	261.1	155	https://www.orthodb.org/v10?query=72583at186802	50S ribosomal protein L5
72880at186802	Complete	1	1345439	1346611	+	349.5	237	https://www.orthodb.org/v10?query=72880at186802	Signal recognition particle receptor FtsY
72977at186802	Complete	1	2903356	2904060	-	158.3	148	https://www.orthodb.org/v10?query=72977at186802	Pyridoxal phosphate homeostasis protein
74595at186802	Complete	1	4081592	4082398	-	179.2	172	https://www.orthodb.org/v10?query=74595at186802	glutamate racemase
74829at186802	Complete	1	942479	943123	+	182.6	137	https://www.orthodb.org/v10?query=74829at186802	YigZ family protein
75018at186802	Complete	1	2349935	2350846	-	409.4	286	https://www.orthodb.org/v10?query=75018at186802	Elongation factor Ts
75372at186802	Complete	1	944989	945708	+	292.0	208	https://www.orthodb.org/v10?query=75372at186802	transcriptional regulator
76503at186802	Complete	1	1338622	1339179	+	213.7	151	https://www.orthodb.org/v10?query=76503at186802	elongation factor P
76762at186802	Complete	1	2699618	2700376	-	153.2	160	https://www.orthodb.org/v10?query=76762at186802	Ribosomal RNA small subunit methyltransferase E
77670at186802	Complete	1	125010	125351	+	139.8	97	https://www.orthodb.org/v10?query=77670at186802	50S ribosomal protein L17
78715at186802	Complete	1	105268	105738	+	247.1	142	https://www.orthodb.org/v10?query=78715at186802	30S ribosomal protein S7
79039at186802	Complete	1	1349665	1350360	+	183.7	153	https://www.orthodb.org/v10?query=79039at186802	tRNA (guanine-N(1)-)-methyltransferase
79641at186802	Complete	1	4013702	4014262	-	187.7	134	https://www.orthodb.org/v10?query=79641at186802	Peptidyl-tRNA hydrolase
79682at186802	Complete	1	4037095	4037964	-	209.3	201	https://www.orthodb.org/v10?query=79682at186802	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase
79843at186802	Complete	1	648043	648513	+	152.0	114	https://www.orthodb.org/v10?query=79843at186802	tRNA methyltransferase
80138at186802	Complete	1	1349141	1349656	+	123.6	124	https://www.orthodb.org/v10?query=80138at186802	Ribosome maturation factor RimM
80376at186802	Complete	1	2346802	2347581	-	143.7	230	https://www.orthodb.org/v10?query=80376at186802	phosphatidate cytidylyltransferase
81069at186802	Complete	1	1298271	1299083	+	252.2	171	https://www.orthodb.org/v10?query=81069at186802	RNA methyltransferase
81270at186802	Complete	1	2700395	2701342	-	179.4	231	https://www.orthodb.org/v10?query=81270at186802	Ribosomal protein L11 methyltransferase
82779at186802	Complete	1	92612	93154	+	135.6	142	https://www.orthodb.org/v10?query=82779at186802	transcription termination/antitermination protein NusG
82949at186802	Complete	1	1415724	1416653	+	116.1	175	https://www.orthodb.org/v10?query=82949at186802	Riboflavin biosynthesis protein
83655at186802	Complete	1	127152	127955	+	296.6	215	https://www.orthodb.org/v10?query=83655at186802	transporter
83670at186802	Complete	1	2832157	2832711	-	115.3	115	https://www.orthodb.org/v10?query=83670at186802	methyltransferase
85190at186802	Complete	1	3780644	3781993	-	154.3	150	https://www.orthodb.org/v10?query=85190at186802	non-canonical purine NTP pyrophosphatase
85240at186802	Complete	1	206605	207321	+	141.5	125	https://www.orthodb.org/v10?query=85240at186802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
85388at186802	Complete	1	1393346	1394065	+	147.7	194	https://www.orthodb.org/v10?query=85388at186802	Segregation and condensation protein A
85639at186802	Complete	1	2927098	2927559	-	175.7	141	https://www.orthodb.org/v10?query=85639at186802	transcriptional regulator NrdR
85642at186802	Complete	1	179976	180404	+	133.6	103	https://www.orthodb.org/v10?query=85642at186802	beta-hydroxyacyl-ACP dehydratase
85794at186802	Complete	1	1414688	1415593	+	220.5	182	https://www.orthodb.org/v10?query=85794at186802	tRNA pseudouridine synthase B
85816at186802	Complete	1	3985960	3986397	-	166.2	129	https://www.orthodb.org/v10?query=85816at186802	cytidine deaminase
85830at186802	Complete	1	116348	116746	+	160.7	107	https://www.orthodb.org/v10?query=85830at186802	30S ribosomal protein S8
86141at186802	Complete	1	94610	95116	+	134.2	119	https://www.orthodb.org/v10?query=86141at186802	50S ribosomal protein L10
86208at186802	Complete	1	116777	117319	+	207.4	149	https://www.orthodb.org/v10?query=86208at186802	50S ribosomal protein L6
86252at186802	Complete	1	2831658	2832155	-	140.6	123	https://www.orthodb.org/v10?query=86252at186802	pantetheine-phosphate adenylyltransferase
86695at186802	Complete	1	3772449	3773060	-	180.2	128	https://www.orthodb.org/v10?query=86695at186802	YihA family ribosome biogenesis GTP-binding protein
87140at186802	Complete	1	1430019	1430561	+	177.8	148	https://www.orthodb.org/v10?query=87140at186802	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
87328at186802	Complete	1	24730	25185	+	140.9	121	https://www.orthodb.org/v10?query=87328at186802	tRNA-specific adenosine deaminase
87787at186802	Complete	1	1985332	1985982	+	207.3	172	https://www.orthodb.org/v10?query=87787at186802	cytidylate kinase
88244at186802	Complete	1	2736159	2736866	-	259.1	191	https://www.orthodb.org/v10?query=88244at186802	tRNA threonylcarbamoyladenosine dehydratase
88524at186802	Complete	1	1291903	1292409	+	98.4	111	https://www.orthodb.org/v10?query=88524at186802	transcription antitermination factor NusB
88658at186802	Complete	1	27715	28314	+	261.7	172	https://www.orthodb.org/v10?query=88658at186802	recombination protein RecR
90243at186802	Complete	1	2867272	2867889	-	132.8	121	https://www.orthodb.org/v10?query=90243at186802	guanylate kinase
90674at186802	Complete	1	1407208	1407669	+	123.2	126	https://www.orthodb.org/v10?query=90674at186802	Ribosome maturation factor RimP
91329at186802	Complete	1	93193	93618	+	205.1	122	https://www.orthodb.org/v10?query=91329at186802	50S ribosomal protein L11
91730at186802	Complete	1	104722	105144	+	193.2	118	https://www.orthodb.org/v10?query=91730at186802	30S ribosomal protein S12
91731at186802	Complete	1	129298	129690	+	159.1	108	https://www.orthodb.org/v10?query=91731at186802	30S ribosomal protein S9
91754at186802	Complete	1	1385031	1385456	+	113.3	112	https://www.orthodb.org/v10?query=91754at186802	crossover junction endodeoxyribonuclease RuvA
91957at186802	Complete	1	128838	129269	+	191.6	121	https://www.orthodb.org/v10?query=91957at186802	50S ribosomal protein L13
92219at186802	Complete	1	2348563	2349120	-	213.9	153	https://www.orthodb.org/v10?query=92219at186802	ribosome recycling factor
92719at186802	Complete	1	117744	118253	+	213.0	139	https://www.orthodb.org/v10?query=92719at186802	30S ribosomal protein S5
92740at186802	Complete	1	4175762	4176241	-	172.8	132	https://www.orthodb.org/v10?query=92740at186802	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
92886at186802	Complete	1	4072065	4072544	-	137.2	124	https://www.orthodb.org/v10?query=92886at186802	transcription elongation factor GreA
92943at186802	Complete	1	860899	861771	+	165.0	191	https://www.orthodb.org/v10?query=92943at186802	bifunctional 5,10-methylene-tetrahydrofolate dehydrogenase/5,10-methylene-tetrahydrofolate cyclohydrolase
93057at186802	Complete	1	3992325	3993173	-	152.2	170	https://www.orthodb.org/v10?query=93057at186802	protein-(glutamine-N5) methyltransferase, release factor-specific
93199at186802	Complete	1	3060892	3061341	-	147.1	116	https://www.orthodb.org/v10?query=93199at186802	D-aminoacyl-tRNA deacylase
93667at186802	Complete	1	1394067	1394606	+	171.0	145	https://www.orthodb.org/v10?query=93667at186802	SMC-Scp complex subunit ScpB
93677at186802	Complete	1	113903	114334	+	227.9	122	https://www.orthodb.org/v10?query=93677at186802	50S ribosomal protein L16
96093at186802	Complete	1	808830	809255	+	156.1	116	https://www.orthodb.org/v10?query=96093at186802	translation initiation factor IF-3
96334at186802	Complete	1	2757359	2758063	-	102.9	135	https://www.orthodb.org/v10?query=96334at186802	competence protein ComEA
97503at186802	Complete	1	1572667	1573356	+	100.6	166	https://www.orthodb.org/v10?query=97503at186802	SAM-dependent methyltransferase
97594at186802	Complete	1	186545	187327	+	59.5	194	https://www.orthodb.org/v10?query=97594at186802	phosphoribosyltransferase
97917at186802	Complete	1	206153	206605	+	133.1	100	https://www.orthodb.org/v10?query=97917at186802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
