#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
contig00024_4        -            183 46636at72274         -            152   5.7e-93  307.4   0.3   1   1   9.8e-96   6.9e-93  307.1   0.3     1   152    17   182    17   182 0.94 # 5259 # 5807 # 1 # ID=24_4;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.632
contig01008_2        -             70 46636at72274         -            152     0.021   13.4   9.4   1   1   0.00023      0.16   10.5   9.4    36    94     8    58     4    69 0.74 # 1753 # 1962 # 1 # ID=1008_2;partial=01;start_type=ATG;rbs_motif=AGGAG/GGAGG;rbs_spacer=11-12bp;gc_cont=0.567
contig00452_4        -            409 46636at72274         -            152      0.19   10.3   7.2   1   2    0.0062       4.3    5.9   1.5    74    88    23    37    15    42 0.86 # 1155 # 2381 # -1 # ID=452_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.722
contig00452_4        -            409 46636at72274         -            152      0.19   10.3   7.2   2   2    0.0027       1.9    7.1   0.4    67    88    66    87    46   102 0.81 # 1155 # 2381 # -1 # ID=452_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.722
contig00116_1        -            430 46636at72274         -            152      0.45    9.1   4.2   1   3     0.001      0.71    8.4   0.1    72    91    17    36     7    52 0.82 # 1 # 1290 # 1 # ID=116_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.684
contig00116_1        -            430 46636at72274         -            152      0.45    9.1   4.2   2   3      0.13        89    1.6   0.2    75   101    98   124    90   135 0.68 # 1 # 1290 # 1 # ID=116_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.684
contig00116_1        -            430 46636at72274         -            152      0.45    9.1   4.2   3   3       5.7     4e+03   -3.7   0.1    38    50   371   383   363   388 0.70 # 1 # 1290 # 1 # ID=116_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.684
contig00739_2        -            310 46636at72274         -            152       4.7    5.8  11.2   1   3      0.02        14    4.2   0.3    71    87    29    45    18    50 0.77 # 885 # 1814 # 1 # ID=739_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.657
contig00739_2        -            310 46636at72274         -            152       4.7    5.8  11.2   2   3     0.039        27    3.3   3.1    69    89   122   142    92   162 0.75 # 885 # 1814 # 1 # ID=739_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.657
contig00739_2        -            310 46636at72274         -            152       4.7    5.8  11.2   3   3    0.0061       4.3    5.9   2.7    34   100   126   189   120   198 0.68 # 885 # 1814 # 1 # ID=739_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.657
contig01567_1        -            164 46636at72274         -            152       5.2    5.6  20.5   1   3      0.61   4.3e+02   -0.6   7.7    36    55    30    49    22    81 0.62 # 37 # 528 # -1 # ID=1567_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.742
contig01567_1        -            164 46636at72274         -            152       5.2    5.6  20.5   2   3      0.92   6.5e+02   -1.2   5.7    76    95   100   119    60   123 0.76 # 37 # 528 # -1 # ID=1567_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.742
contig01567_1        -            164 46636at72274         -            152       5.2    5.6  20.5   3   3   0.00042       0.3    9.7   0.5    72    94   130   152   123   157 0.87 # 37 # 528 # -1 # ID=1567_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.742
#
# Program:         hmmsearch
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SEARCH
# Query file:      /home/johngn/Microbial-Genomics-Journey-Workshop-2023/Reads_session_3/busco_downloads/lineages/pseudomonadales_odb10/hmms/46636at72274.hmm
# Target file:     /home/johngn/Microbial-Genomics-Journey-Workshop-2023/Reads_session_3/busco_op4/prodigal_output/predicted_genes/predicted.faa
# Option settings: hmmsearch --domtblout /home/johngn/Microbial-Genomics-Journey-Workshop-2023/Reads_session_3/busco_op4/run_pseudomonadales_odb10/hmmer_output/46636at72274.out --cpu 1 /home/johngn/Microbial-Genomics-Journey-Workshop-2023/Reads_session_3/busco_downloads/lineages/pseudomonadales_odb10/hmms/46636at72274.hmm /home/johngn/Microbial-Genomics-Journey-Workshop-2023/Reads_session_3/busco_op4/prodigal_output/predicted_genes/predicted.faa 
# Current dir:     /home/johngn/Microbial-Genomics-Journey-Workshop-2023/Reads_session_3
# Date:            Wed Mar  8 17:01:33 2023
# [ok]
