# BUSCO version is: 5.4.4 
# The lineage dataset is: pseudomonadales_odb10 (Creation date: 2020-03-06, number of genomes: 159, number of BUSCOs: 782)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
207at72274	Missing
1917at72274	Fragmented	contig00851	284	2206	-	968.5	499	https://www.orthodb.org/v10?query=1917at72274	DNA gyrase subunit B
1961at72274	Missing
1974at72274	Missing
1982at72274	Missing
2019at72274	Complete	contig00681	3	1988	-	1294.4	604	https://www.orthodb.org/v10?query=2019at72274	YgiQ family radical SAM protein
2112at72274	Fragmented	contig01008	1	1686	+	778.2	475	https://www.orthodb.org/v10?query=2112at72274	DNA mismatch repair protein MutS
2210at72274	Missing
2251at72274	Missing
2303at72274	Complete	contig00201	3	1760	-	681.5	447	https://www.orthodb.org/v10?query=2303at72274	DNA ligase
2348at72274	Missing
2487at72274	Missing
2667at72274	Complete	contig00444	3	2399	-	1069.9	676	https://www.orthodb.org/v10?query=2667at72274	phosphoenolpyruvate carboxylase
2718at72274	Missing
2722at72274	Missing
2787at72274	Complete	contig00187	484	2823	-	986.1	598	https://www.orthodb.org/v10?query=2787at72274	RNA-binding transcriptional accessory protein
2855at72274	Missing
2861at72274	Missing
2968at72274	Fragmented	contig00447	1829	3064	-	761.4	387	https://www.orthodb.org/v10?query=2968at72274	isocitrate dehydrogenase, NADP-dependent
2971at72274	Fragmented	contig00796	3	707	+	362.7	196	https://www.orthodb.org/v10?query=2971at72274	ATP-dependent protease
3072at72274	Complete	contig00080	3331	5508	-	861.7	573	https://www.orthodb.org/v10?query=3072at72274	23S rRNA (guanine(2445)-N(2))/(guanine(2069)-N(7))- methyltransferase
3123at72274	Missing
3150at72274	Fragmented	contig00699	2	679	+	345.0	190	https://www.orthodb.org/v10?query=3150at72274	3-phosphoshikimate 1-carboxyvinyltransferase
3242at72274	Complete	contig00234	1705	4155	+	1287.7	684	https://www.orthodb.org/v10?query=3242at72274	leucine--tRNA ligase
3277at72274	Missing
3392at72274	Complete	contig00084	614	3085	-	1030.3	642	https://www.orthodb.org/v10?query=3392at72274	peptidase
3393at72274	Fragmented	contig00443	1696	3081	+	521.0	383	https://www.orthodb.org/v10?query=3393at72274	Histidine kinase
3407at72274	Missing
3448at72274	Missing
3460at72274	Complete	contig00034	3	1979	-	930.1	563	https://www.orthodb.org/v10?query=3460at72274	Fatty acid oxidation complex subunit alpha
3513at72274	Missing
3634at72274	Complete	contig00390	1283	3055	+	914.9	505	https://www.orthodb.org/v10?query=3634at72274	succinate dehydrogenase flavoprotein subunit
3680at72274	Fragmented	contig01426	314	1513	+	623.4	361	https://www.orthodb.org/v10?query=3680at72274	phenylalanine--tRNA ligase subunit beta
3705at72274	Missing
3912at72274	Fragmented	contig01778	2	1234	-	694.9	357	https://www.orthodb.org/v10?query=3912at72274	transketolase
3949at72274	Fragmented	contig01800	3	1211	-	630.8	359	https://www.orthodb.org/v10?query=3949at72274	primosomal protein N'
3999at72274	Missing
4074at72274	Complete	contig00624	136	2040	-	958.4	548	https://www.orthodb.org/v10?query=4074at72274	Chaperone protein HtpG
4076at72274	Complete	contig00950	1	1623	+	1030.8	499	https://www.orthodb.org/v10?query=4076at72274	NADH-quinone oxidoreductase subunit C/D
4251at72274	Complete	contig00803	464	2272	-	915.1	490	https://www.orthodb.org/v10?query=4251at72274	DNA topoisomerase IV subunit B
4452at72274	Complete	contig00002	27323	29299	-	817.8	598	https://www.orthodb.org/v10?query=4452at72274	excinuclease ABC subunit B
4619at72274	Fragmented	contig02146	2	1012	+	688.6	322	https://www.orthodb.org/v10?query=4619at72274	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
4793at72274	Fragmented	contig00669	2	1171	-	725.3	362	https://www.orthodb.org/v10?query=4793at72274	Chaperone protein DnaK
4804at72274	Complete	contig00968	330	2015	-	760.8	454	https://www.orthodb.org/v10?query=4804at72274	Protein translocase subunit SecD
4962at72274	Complete	contig00081	3922	5967	+	912.5	580	https://www.orthodb.org/v10?query=4962at72274	oligopeptidase A
5009at72274	Fragmented	contig01504	1	1440	+	801.6	441	https://www.orthodb.org/v10?query=5009at72274	polyribonucleotide nucleotidyltransferase
5031at72274	Fragmented	contig00216	2760	4259	-	803.2	447	https://www.orthodb.org/v10?query=5031at72274	phosphate acetyltransferase
5089at72274	Complete	contig00085	1116	2786	-	931.4	500	https://www.orthodb.org/v10?query=5089at72274	glutamine--tRNA ligase
5798at72274	Complete	contig01005	337	1965	-	755.3	457	https://www.orthodb.org/v10?query=5798at72274	glutamine--fructose-6-phosphate aminotransferase
5969at72274	Missing
6086at72274	Complete	contig00346	178	1902	-	1021.1	520	https://www.orthodb.org/v10?query=6086at72274	Acetolactate synthase
6134at72274	Complete	contig00068	2158	4017	+	791.9	537	https://www.orthodb.org/v10?query=6134at72274	molecular chaperone HscA
6190at72274	Missing
6205at72274	Complete	contig00034	7335	8999	+	500.7	435	https://www.orthodb.org/v10?query=6205at72274	lytic transglycosylase
6231at72274	Complete	contig00409	1923	3227	+	527.3	346	https://www.orthodb.org/v10?query=6231at72274	isocitrate lyase
6237at72274	Missing
6309at72274	Fragmented	contig01808	1	1206	-	708.6	367	https://www.orthodb.org/v10?query=6309at72274	aspartate--tRNA ligase
6339at72274	Complete	contig00362	621	2447	-	873.4	519	https://www.orthodb.org/v10?query=6339at72274	excinuclease ABC subunit C
6352at72274	Fragmented	contig00706	1002	2438	-	776.1	421	https://www.orthodb.org/v10?query=6352at72274	GTP-binding protein
6377at72274	Missing
6380at72274	Missing
6391at72274	Fragmented	contig01535	3	1421	+	480.0	401	https://www.orthodb.org/v10?query=6391at72274	ABC transporter permease
6397at72274	Missing
6493at72274	Complete	contig00802	142	1719	-	884.4	458	https://www.orthodb.org/v10?query=6493at72274	GMP synthase 
6653at72274	Complete	contig00345	3	1484	-	854.2	423	https://www.orthodb.org/v10?query=6653at72274	peptide chain release factor 3
6860at72274	Complete	contig00343	337	2100	+	553.4	445	https://www.orthodb.org/v10?query=6860at72274	arginine--tRNA ligase
7044at72274	Complete	contig00316	1279	3132	-	907.0	519	https://www.orthodb.org/v10?query=7044at72274	RNA polymerase sigma factor RpoD
7477at72274	Missing
7583at72274	Complete	contig00159	3203	4885	+	756.0	486	https://www.orthodb.org/v10?query=7583at72274	single-stranded-DNA-specific exonuclease RecJ
7615at72274	Complete	contig00041	385	2268	-	915.7	519	https://www.orthodb.org/v10?query=7615at72274	1-deoxy-D-xylulose-5-phosphate synthase
7643at72274	Missing
8141at72274	Missing
8335at72274	Complete	contig00428	2	1603	-	889.3	465	https://www.orthodb.org/v10?query=8335at72274	Bifunctional purine biosynthesis protein PurH
8410at72274	Complete	contig00622	3	1457	-	746.1	433	https://www.orthodb.org/v10?query=8410at72274	glycerol kinase
8435at72274	Complete	contig00181	1103	3067	-	534.5	454	https://www.orthodb.org/v10?query=8435at72274	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC
8457at72274	Missing
8956at72274	Complete	contig00024	6670	8517	+	806.4	505	https://www.orthodb.org/v10?query=8956at72274	NADH-quinone oxidoreductase subunit L
8990at72274	Complete	contig01480	1	1341	+	677.1	388	https://www.orthodb.org/v10?query=8990at72274	dihydrolipoyl dehydrogenase
9094at72274	Complete	contig00335	471	1880	+	785.6	406	https://www.orthodb.org/v10?query=9094at72274	Glutamine synthetase
9146at72274	Missing
9189at72274	Complete	contig01626	338	1354	+	539.1	303	https://www.orthodb.org/v10?query=9189at72274	aminotransferase
9255at72274	Fragmented	contig01988	211	1092	-	497.9	263	https://www.orthodb.org/v10?query=9255at72274	electron transfer flavoprotein-ubiquinone oxidoreductase
9260at72274	Fragmented	contig01782	641	1231	-	355.8	190	https://www.orthodb.org/v10?query=9260at72274	ribonuclease G
9341at72274	Complete	contig00034	5187	7109	-	804.7	502	https://www.orthodb.org/v10?query=9341at72274	ABC transporter ATP-binding protein
9430at72274	Fragmented	contig01403	228	1538	+	479.6	355	https://www.orthodb.org/v10?query=9430at72274	cell division protein
9496at72274	Missing
9575at72274	Complete	contig00329	99	1622	-	908.0	457	https://www.orthodb.org/v10?query=9575at72274	fumarate hydratase
9588at72274	Complete	contig00900	272	2056	-	575.7	470	https://www.orthodb.org/v10?query=9588at72274	AmpG family muropeptide MFS transporter
9608at72274	Missing
9781at72274	Complete	contig00436	114	1898	+	752.8	442	https://www.orthodb.org/v10?query=9781at72274	type II secretion system protein E
9852at72274	Missing
9938at72274	Complete	contig00024	60	1406	+	697.9	371	https://www.orthodb.org/v10?query=9938at72274	NADH-ubiquinone oxidoreductase 51kDa subunit, FMN-binding domain
9960at72274	Fragmented	contig00800	1	786	+	270.0	186	https://www.orthodb.org/v10?query=9960at72274	Membrane-bound lytic murein transglycosylase F
10023at72274	Complete	contig00024	8545	10074	+	741.7	434	https://www.orthodb.org/v10?query=10023at72274	NADH
10050at72274	Complete	contig01093	82	1665	+	599.6	414	https://www.orthodb.org/v10?query=10050at72274	glutamate--cysteine ligase
10071at72274	Fragmented	contig02277	2	946	+	567.3	284	https://www.orthodb.org/v10?query=10071at72274	adenosylhomocysteinase
10120at72274	Fragmented	contig02340	82	921	-	396.1	239	https://www.orthodb.org/v10?query=10120at72274	Lipid A export ATP-binding/permease protein MsbA
10280at72274	Fragmented	contig01918	733	1134	-	269.2	126	https://www.orthodb.org/v10?query=10280at72274	NAD(P) transhydrogenase subunit beta
10446at72274	Fragmented	contig00675	1795	2505	+	388.5	213	https://www.orthodb.org/v10?query=10446at72274	deoxyguanosinetriphosphate triphosphohydrolase
10449at72274	Complete	contig01843	1	1182	+	533.1	310	https://www.orthodb.org/v10?query=10449at72274	Fumarate hydratase class II
10543at72274	Missing
10595at72274	Missing
10681at72274	Missing
10683at72274	Fragmented	contig00418	2232	3197	-	649.6	312	https://www.orthodb.org/v10?query=10683at72274	NAD(P)(+) transhydrogenase
10690at72274	Complete	contig00678	414	1901	+	605.0	359	https://www.orthodb.org/v10?query=10690at72274	leucyl aminopeptidase
10772at72274	Fragmented	contig01736	129	1271	+	342.7	278	https://www.orthodb.org/v10?query=10772at72274	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase
10968at72274	Complete	contig00125	1641	3380	+	625.1	480	https://www.orthodb.org/v10?query=10968at72274	membrane protein
10984at72274	Missing
11020at72274	Fragmented	contig01854	1	858	+	459.0	267	https://www.orthodb.org/v10?query=11020at72274	Chromosomal replication initiator protein DnaA
11088at72274	Complete	contig00212	1696	3066	-	769.7	407	https://www.orthodb.org/v10?query=11088at72274	adenylosuccinate lyase
11099at72274	Complete	contig00202	3205	4374	+	632.2	339	https://www.orthodb.org/v10?query=11099at72274	3-isopropylmalate dehydratase large subunit
11118at72274	Missing
11213at72274	Missing
11342at72274	Fragmented	contig00564	1	1470	-	291.1	305	https://www.orthodb.org/v10?query=11342at72274	competence protein ComEC
11418at72274	Complete	contig00046	494	1888	-	642.2	386	https://www.orthodb.org/v10?query=11418at72274	replicative DNA helicase
11441at72274	Complete	contig00150	3	1085	+	656.5	314	https://www.orthodb.org/v10?query=11441at72274	Citrate synthase
11534at72274	Complete	contig01211	3	1466	-	431.5	376	https://www.orthodb.org/v10?query=11534at72274	two-component sensor histidine kinase
11573at72274	Missing
11597at72274	Fragmented	contig00631	3	1043	+	679.6	330	https://www.orthodb.org/v10?query=11597at72274	FAD-linked oxidase
11748at72274	Fragmented	contig00415	2441	3214	+	431.2	231	https://www.orthodb.org/v10?query=11748at72274	Glutamate-1-semialdehyde 2,1-aminomutase
11795at72274	Fragmented	contig01416	681	1526	-	484.3	256	https://www.orthodb.org/v10?query=11795at72274	ribosomal protein S12 methylthiotransferase
11809at72274	Missing
11817at72274	Complete	contig00537	1154	2755	-	674.9	415	https://www.orthodb.org/v10?query=11817at72274	ubiquinone biosynthesis regulatory protein kinase UbiB
12019at72274	Missing
12118at72274	Fragmented	contig02687	3	761	-	441.2	228	https://www.orthodb.org/v10?query=12118at72274	glutamate synthase
12305at72274	Missing
12335at72274	Complete	contig01131	3	1133	-	637.8	331	https://www.orthodb.org/v10?query=12335at72274	Protein translocase subunit SecY
12585at72274	Complete	contig00797	929	2227	-	649.8	380	https://www.orthodb.org/v10?query=12585at72274	D-amino acid dehydrogenase
12775at72274	Fragmented	contig02256	1	957	+	315.7	276	https://www.orthodb.org/v10?query=12775at72274	peptidyl-prolyl cis-trans isomerase
13129at72274	Missing
13261at72274	Complete	contig00962	3	1340	+	733.8	398	https://www.orthodb.org/v10?query=13261at72274	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
13283at72274	Complete	contig00434	1148	2428	-	684.2	352	https://www.orthodb.org/v10?query=13283at72274	ATP-dependent Clp protease ATP-binding subunit ClpX
13427at72274	Complete	contig00338	419	1816	+	605.9	373	https://www.orthodb.org/v10?query=13427at72274	Siroheme synthase
13443at72274	Fragmented	contig02025	1	972	+	456.5	267	https://www.orthodb.org/v10?query=13443at72274	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
13568at72274	Complete	contig00036	6112	7464	+	517.2	360	https://www.orthodb.org/v10?query=13568at72274	Zinc metalloprotease
13645at72274	Fragmented	contig02075	202	1056	+	477.1	264	https://www.orthodb.org/v10?query=13645at72274	tRNA modification GTPase MnmE
13747at72274	Complete	contig00364	89	1426	-	573.7	385	https://www.orthodb.org/v10?query=13747at72274	phosphoglucosamine mutase
13880at72274	Complete	contig00317	562	1779	+	580.9	357	https://www.orthodb.org/v10?query=13880at72274	argininosuccinate synthase
13951at72274	Missing
14061at72274	Complete	contig00376	1777	2985	+	704.8	357	https://www.orthodb.org/v10?query=14061at72274	Tryptophan synthase beta chain
14115at72274	Missing
14127at72274	Missing
14130at72274	Fragmented	contig00964	1	939	+	492.5	263	https://www.orthodb.org/v10?query=14130at72274	histidinol dehydrogenase
14278at72274	Complete	contig00872	58	1362	+	409.7	319	https://www.orthodb.org/v10?query=14278at72274	16S rRNA (cytosine(967)-C(5))-methyltransferase
14362at72274	Fragmented	contig02152	3	1007	+	285.2	246	https://www.orthodb.org/v10?query=14362at72274	Tol-Pal system protein TolB
14446at72274	Complete	contig00312	570	1697	-	673.8	335	https://www.orthodb.org/v10?query=14446at72274	Queuine tRNA-ribosyltransferase
14523at72274	Missing
14524at72274	Complete	contig01205	240	1487	+	614.6	347	https://www.orthodb.org/v10?query=14524at72274	diaminopimelate decarboxylase
14546at72274	Complete	contig00902	869	2113	+	620.8	380	https://www.orthodb.org/v10?query=14546at72274	lipid II flippase MurJ
14552at72274	Fragmented	contig01144	3	827	+	384.6	232	https://www.orthodb.org/v10?query=14552at72274	succinyldiaminopimelate transaminase
14567at72274	Complete	contig00600	1615	2679	+	572.3	313	https://www.orthodb.org/v10?query=14567at72274	aspartate kinase
14812at72274	Complete	contig00332	48	1262	-	506.3	330	https://www.orthodb.org/v10?query=14812at72274	Phosphoserine phosphatase
14816at72274	Fragmented	contig00704	1545	2447	-	454.3	256	https://www.orthodb.org/v10?query=14816at72274	Arginine biosynthesis bifunctional protein ArgJ
14821at72274	Complete	contig01015	418	1671	+	445.4	330	https://www.orthodb.org/v10?query=14821at72274	cell division protein FtsA
14956at72274	Complete	contig00871	1	1341	+	720.4	393	https://www.orthodb.org/v10?query=14956at72274	UDP-N-acetylmuramate--L-alanine ligase
15149at72274	Missing
15219at72274	Fragmented	contig02077	247	1053	+	487.8	252	https://www.orthodb.org/v10?query=15219at72274	signal recognition particle protein
15329at72274	Missing
15349at72274	Fragmented	contig01634	552	1349	+	254.2	202	https://www.orthodb.org/v10?query=15349at72274	anhydro-N-acetylmuramic acid kinase
15423at72274	Complete	contig00237	396	1604	-	526.0	330	https://www.orthodb.org/v10?query=15423at72274	phosphopantothenoylcysteine decarboxylase
15474at72274	Missing
15493at72274	Complete	contig00355	1719	3122	-	562.5	368	https://www.orthodb.org/v10?query=15493at72274	Poly(A) polymerase I
15646at72274	Missing
15718at72274	Complete	contig00068	5288	6427	+	640.4	330	https://www.orthodb.org/v10?query=15718at72274	23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN
16137at72274	Missing
16276at72274	Fragmented	contig00756	2	799	-	346.4	197	https://www.orthodb.org/v10?query=16276at72274	peptidase M16
16452at72274	Fragmented	contig00970	1204	2013	+	392.3	239	https://www.orthodb.org/v10?query=16452at72274	selenoprotein O and cysteine-containing protein
16460at72274	Complete	contig00417	2066	3193	+	581.6	325	https://www.orthodb.org/v10?query=16460at72274	Citrate synthase
16462at72274	Fragmented	contig00507	2170	2922	-	409.6	210	https://www.orthodb.org/v10?query=16462at72274	carbamoyl-phosphate synthase small subunit
16477at72274	Fragmented	contig00952	1	963	+	382.7	243	https://www.orthodb.org/v10?query=16477at72274	histidine--tRNA ligase
16529at72274	Fragmented	contig03106	1	582	+	342.2	186	https://www.orthodb.org/v10?query=16529at72274	dihydroorotase
16555at72274	Complete	contig00085	3	1106	-	623.9	329	https://www.orthodb.org/v10?query=16555at72274	cysteine--tRNA ligase
16598at72274	Complete	contig01711	13	1290	+	647.8	366	https://www.orthodb.org/v10?query=16598at72274	phosphoribosylamine--glycine ligase
16831at72274	Complete	contig01276	375	1646	+	615.1	371	https://www.orthodb.org/v10?query=16831at72274	exopolyphosphatase
16907at72274	Complete	contig00245	1	1890	+	365.3	324	https://www.orthodb.org/v10?query=16907at72274	exodeoxyribonuclease V subunit alpha
16977at72274	Complete	contig01840	3	1013	-	553.6	296	https://www.orthodb.org/v10?query=16977at72274	succinate--CoA ligase subunit beta
17118at72274	Complete	contig00975	3	1202	-	656.4	351	https://www.orthodb.org/v10?query=17118at72274	tyrosine--tRNA ligase
17132at72274	Complete	contig00136	1	1071	+	522.1	292	https://www.orthodb.org/v10?query=17132at72274	GTPase HflX
17191at72274	Complete	contig01097	708	1850	-	397.1	296	https://www.orthodb.org/v10?query=17191at72274	23S rRNA (uracil(1939)-C(5))-methyltransferase
17215at72274	Complete	contig00095	4365	5546	-	596.3	344	https://www.orthodb.org/v10?query=17215at72274	VWA domain-containing protein
17279at72274	Complete	contig00177	2256	3437	-	421.8	303	https://www.orthodb.org/v10?query=17279at72274	Cysteine desulfurase IscS
17346at72274	Fragmented	contig01268	1	861	+	274.9	197	https://www.orthodb.org/v10?query=17346at72274	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
17347at72274	Complete	contig00726	184	1515	+	472.4	334	https://www.orthodb.org/v10?query=17347at72274	Histidine kinase
17428at72274	Fragmented	contig02257	3	812	-	390.6	220	https://www.orthodb.org/v10?query=17428at72274	aspartate-semialdehyde dehydrogenase
17520at72274	Missing
17565at72274	Missing
17584at72274	Complete	contig01108	169	1191	-	439.5	268	https://www.orthodb.org/v10?query=17584at72274	glycerol-3-phosphate dehydrogenase
18102at72274	Missing
18149at72274	Complete	contig00531	1859	2836	-	550.2	292	https://www.orthodb.org/v10?query=18149at72274	beta-ketoacyl-
18206at72274	Fragmented	contig01755	3	947	-	453.3	257	https://www.orthodb.org/v10?query=18206at72274	Gamma-glutamyl phosphate reductase
18218at72274	Fragmented	contig01496	3	1025	-	361.9	263	https://www.orthodb.org/v10?query=18218at72274	peptidase M48
18225at72274	Fragmented	contig03214	26	547	-	330.9	163	https://www.orthodb.org/v10?query=18225at72274	Ribosome-binding ATPase YchF
18265at72274	Complete	contig00794	2	1096	+	552.7	316	https://www.orthodb.org/v10?query=18265at72274	prephenate dehydratase
18426at72274	Complete	contig00002	16942	18255	-	435.0	349	https://www.orthodb.org/v10?query=18426at72274	ATPase AAA
18714at72274	Missing
18752at72274	Complete	contig00297	982	2136	+	449.7	281	https://www.orthodb.org/v10?query=18752at72274	Oxygen-independent coproporphyrinogen-III oxidase-like protein
18777at72274	Missing
18974at72274	Fragmented	contig00785	1857	2309	-	282.8	146	https://www.orthodb.org/v10?query=18974at72274	dihydrolipoamide acetyltransferase
19211at72274	Fragmented	contig00383	3	875	-	404.4	232	https://www.orthodb.org/v10?query=19211at72274	Periplasmic serine endoprotease DegP-like
19244at72274	Complete	contig02190	111	986	+	446.9	244	https://www.orthodb.org/v10?query=19244at72274	chorismate synthase
19292at72274	Complete	contig01224	383	1468	+	475.9	277	https://www.orthodb.org/v10?query=19292at72274	Epoxyqueuosine reductase
19316at72274	Missing
19630at72274	Missing
19644at72274	Fragmented	contig01404	720	1538	+	337.6	226	https://www.orthodb.org/v10?query=19644at72274	5-(carboxyamino)imidazole ribonucleotide synthase
19753at72274	Missing
19791at72274	Complete	contig00098	4923	5885	+	431.8	245	https://www.orthodb.org/v10?query=19791at72274	2-alkenal reductase
19991at72274	Complete	contig01315	177	1181	+	597.4	304	https://www.orthodb.org/v10?query=19991at72274	aspartate carbamoyltransferase
20071at72274	Fragmented	contig02817	8	697	-	138.1	135	https://www.orthodb.org/v10?query=20071at72274	Nuclease SbcCD subunit D
20191at72274	Missing
20214at72274	Complete	contig00447	101	1228	-	615.1	314	https://www.orthodb.org/v10?query=20214at72274	tRNA 2-thiouridine(34) synthase MnmA
20241at72274	Complete	contig00121	4089	5354	+	676.8	386	https://www.orthodb.org/v10?query=20241at72274	Glutamyl-tRNA(Gln) amidotransferase subunit A
20515at72274	Complete	contig00066	517	1638	-	546.4	323	https://www.orthodb.org/v10?query=20515at72274	beta-ketoacyl-ACP synthase III
20685at72274	Fragmented	contig00764	813	2348	+	575.3	405	https://www.orthodb.org/v10?query=20685at72274	chromosome segregation protein SMC
20753at72274	Missing
20800at72274	Complete	contig00036	4896	6086	+	513.9	325	https://www.orthodb.org/v10?query=20800at72274	1-deoxy-D-xylulose-5-phosphate reductoisomerase
20851at72274	Missing
20878at72274	Complete	contig00121	2509	3546	-	568.7	300	https://www.orthodb.org/v10?query=20878at72274	rod shape-determining protein
20904at72274	Missing
20929at72274	Missing
21126at72274	Fragmented	contig01060	3	617	+	302.3	157	https://www.orthodb.org/v10?query=21126at72274	Biotin synthase
21206at72274	Complete	contig02279	1	945	+	474.7	283	https://www.orthodb.org/v10?query=21206at72274	glutamate 5-kinase
21460at72274	Complete	contig01692	3	1061	-	559.0	309	https://www.orthodb.org/v10?query=21460at72274	Phosphoserine aminotransferase
21482at72274	Complete	contig00208	3135	4307	-	441.8	319	https://www.orthodb.org/v10?query=21482at72274	3-deoxy-D-manno-octulosonic-acid transferase
21526at72274	Complete	contig01149	436	1452	-	650.3	313	https://www.orthodb.org/v10?query=21526at72274	ketol-acid reductoisomerase
21547at72274	Missing
21685at72274	Complete	contig00212	467	1636	-	396.1	298	https://www.orthodb.org/v10?query=21685at72274	cupin
21757at72274	Complete	contig00843	1	1020	-	392.8	255	https://www.orthodb.org/v10?query=21757at72274	DNA polymerase IV
21886at72274	Complete	contig01018	152	1234	+	528.0	295	https://www.orthodb.org/v10?query=21886at72274	peptide chain release factor 1
22000at72274	Complete	contig00174	2214	3239	-	454.9	278	https://www.orthodb.org/v10?query=22000at72274	tRNA N6-adenosine threonylcarbamoyltransferase
22001at72274	Complete	contig00530	665	1612	-	585.2	272	https://www.orthodb.org/v10?query=22001at72274	glycine--tRNA ligase subunit alpha
22039at72274	Fragmented	contig01533	3	680	+	318.8	202	https://www.orthodb.org/v10?query=22039at72274	D-alanyl-D-alanine carboxypeptidase
22102at72274	Complete	contig00213	2612	3679	-	607.5	327	https://www.orthodb.org/v10?query=22102at72274	uroporphyrinogen decarboxylase
22284at72274	Missing
22432at72274	Fragmented	contig02448	3	860	+	335.4	233	https://www.orthodb.org/v10?query=22432at72274	Bifunctional protein GlmU
22679at72274	Fragmented	contig00083	1	942	+	505.7	277	https://www.orthodb.org/v10?query=22679at72274	acetyl-CoA C-acyltransferase FadA
22700at72274	Missing
23028at72274	Complete	contig00118	3674	4756	-	575.1	318	https://www.orthodb.org/v10?query=23028at72274	phospho-N-acetylmuramoyl-pentapeptide- transferase
23030at72274	Complete	contig01063	2	973	+	398.2	264	https://www.orthodb.org/v10?query=23030at72274	NAD(P) transhydrogenase subunit alpha
23144at72274	Complete	contig00253	1341	2405	+	654.8	317	https://www.orthodb.org/v10?query=23144at72274	fructose-1,6-bisphosphate aldolase
23194at72274	Complete	contig00136	3553	4737	+	404.1	293	https://www.orthodb.org/v10?query=23194at72274	ATP phosphoribosyltransferase regulatory subunit
23243at72274	Fragmented	contig02441	167	862	-	250.0	196	https://www.orthodb.org/v10?query=23243at72274	outer membrane protein assembly factor BamB
23306at72274	Missing
23374at72274	Complete	contig00482	327	1394	+	401.8	260	https://www.orthodb.org/v10?query=23374at72274	A/G-specific adenine glycosylase
23468at72274	Complete	contig00592	1254	2360	-	525.7	312	https://www.orthodb.org/v10?query=23468at72274	3-dehydroquinate synthase
23475at72274	Fragmented	contig03019	1	612	+	230.8	175	https://www.orthodb.org/v10?query=23475at72274	ribonuclease D
